id,date,country,city,store,product,num_sold
6831,2010-03-17,Singapore,,Stickers for Less,Kaggle,1135.0
6832,2010-03-17,Singapore,,Stickers for Less,Kaggle Tiers,1082.0
6833,2010-03-17,Singapore,,Stickers for Less,Kerneler,478.0
6834,2010-03-17,Singapore,,Stickers for Less,Kerneler Dark Mode,783.0
6835,2010-03-17,Singapore,,Premium Sticker Mart,Holographic Goose,217.0
6836,2010-03-17,Singapore,,Premium Sticker Mart,Kaggle,1435.0
6837,2010-03-17,Singapore,,Premium Sticker Mart,Kaggle Tiers,1210.0
6838,2010-03-17,Singapore,,Premium Sticker Mart,Kerneler,583.0
6839,2010-03-17,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,877.0
6840,2010-03-18,Canada,,Discount Stickers,Holographic Goose,
6841,2010-03-18,Canada,,Discount Stickers,Kaggle,527.0
6842,2010-03-18,Canada,,Discount Stickers,Kaggle Tiers,527.0
6843,2010-03-18,Canada,,Discount Stickers,Kerneler,247.0
6844,2010-03-18,Canada,,Discount Stickers,Kerneler Dark Mode,359.0
6845,2010-03-18,Canada,,Stickers for Less,Holographic Goose,
6846,2010-03-18,Canada,,Stickers for Less,Kaggle,1151.0
6847,2010-03-18,Canada,,Stickers for Less,Kaggle Tiers,1103.0
6848,2010-03-18,Canada,,Stickers for Less,Kerneler,416.0
6849,2010-03-18,Canada,,Stickers for Less,Kerneler Dark Mode,781.0
6850,2010-03-18,Canada,,Premium Sticker Mart,Holographic Goose,215.0
6851,2010-03-18,Canada,,Premium Sticker Mart,Kaggle,1469.0
6852,2010-03-18,Canada,,Premium Sticker Mart,Kaggle Tiers,1274.0
6853,2010-03-18,Canada,,Premium Sticker Mart,Kerneler,640.0
6854,2010-03-18,Canada,,Premium Sticker Mart,Kerneler Dark Mode,1002.0
6855,2010-03-18,Finland,,Discount Stickers,Holographic Goose,88.0
6856,2010-03-18,Finland,,Discount Stickers,Kaggle,615.0
6857,2010-03-18,Finland,,Discount Stickers,Kaggle Tiers,511.0
6858,2010-03-18,Finland,,Discount Stickers,Kerneler,246.0
6859,2010-03-18,Finland,,Discount Stickers,Kerneler Dark Mode,411.0
6860,2010-03-18,Finland,,Stickers for Less,Holographic Goose,170.0
6861,2010-03-18,Finland,,Stickers for Less,Kaggle,1199.0
6862,2010-03-18,Finland,,Stickers for Less,Kaggle Tiers,1119.0
6863,2010-03-18,Finland,,Stickers for Less,Kerneler,466.0
6864,2010-03-18,Finland,,Stickers for Less,Kerneler Dark Mode,710.0
6865,2010-03-18,Finland,,Premium Sticker Mart,Holographic Goose,200.0
6866,2010-03-18,Finland,,Premium Sticker Mart,Kaggle,1481.0
6867,2010-03-18,Finland,,Premium Sticker Mart,Kaggle Tiers,1184.0
6868,2010-03-18,Finland,,Premium Sticker Mart,Kerneler,539.0
6869,2010-03-18,Finland,,Premium Sticker Mart,Kerneler Dark Mode,939.0
6870,2010-03-18,Italy,,Discount Stickers,Holographic Goose,68.0
6871,2010-03-18,Italy,,Discount Stickers,Kaggle,479.0
6872,2010-03-18,Italy,,Discount Stickers,Kaggle Tiers,408.0
6873,2010-03-18,Italy,,Discount Stickers,Kerneler,172.0
6874,2010-03-18,Italy,,Discount Stickers,Kerneler Dark Mode,289.0
6875,2010-03-18,Italy,,Stickers for Less,Holographic Goose,136.0
6876,2010-03-18,Italy,,Stickers for Less,Kaggle,927.0
6877,2010-03-18,Italy,,Stickers for Less,Kaggle Tiers,827.0
6878,2010-03-18,Italy,,Stickers for Less,Kerneler,372.0
6879,2010-03-18,Italy,,Stickers for Less,Kerneler Dark Mode,602.0
6880,2010-03-18,Italy,,Premium Sticker Mart,Holographic Goose,142.0
6881,2010-03-18,Italy,,Premium Sticker Mart,Kaggle,1046.0
6882,2010-03-18,Italy,,Premium Sticker Mart,Kaggle Tiers,953.0
6883,2010-03-18,Italy,,Premium Sticker Mart,Kerneler,471.0
6884,2010-03-18,Italy,,Premium Sticker Mart,Kerneler Dark Mode,695.0
6885,2010-03-18,Kenya,,Discount Stickers,Holographic Goose,
6886,2010-03-18,Kenya,,Discount Stickers,Kaggle,11.0
6887,2010-03-18,Kenya,,Discount Stickers,Kaggle Tiers,10.0
6888,2010-03-18,Kenya,,Discount Stickers,Kerneler,
6889,2010-03-18,Kenya,,Discount Stickers,Kerneler Dark Mode,7.0
6890,2010-03-18,Kenya,,Stickers for Less,Holographic Goose,
6891,2010-03-18,Kenya,,Stickers for Less,Kaggle,25.0
6892,2010-03-18,Kenya,,Stickers for Less,Kaggle Tiers,22.0
6893,2010-03-18,Kenya,,Stickers for Less,Kerneler,9.0
6894,2010-03-18,Kenya,,Stickers for Less,Kerneler Dark Mode,15.0
6895,2010-03-18,Kenya,,Premium Sticker Mart,Holographic Goose,
6896,2010-03-18,Kenya,,Premium Sticker Mart,Kaggle,28.0
6897,2010-03-18,Kenya,,Premium Sticker Mart,Kaggle Tiers,25.0
6898,2010-03-18,Kenya,,Premium Sticker Mart,Kerneler,11.0
6899,2010-03-18,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,17.0
6900,2010-03-18,Norway,,Discount Stickers,Holographic Goose,165.0
6901,2010-03-18,Norway,,Discount Stickers,Kaggle,1161.0
6902,2010-03-18,Norway,,Discount Stickers,Kaggle Tiers,947.0
6903,2010-03-18,Norway,,Discount Stickers,Kerneler,386.0
6904,2010-03-18,Norway,,Discount Stickers,Kerneler Dark Mode,759.0
6905,2010-03-18,Norway,,Stickers for Less,Holographic Goose,345.0
6906,2010-03-18,Norway,,Stickers for Less,Kaggle,2262.0
6907,2010-03-18,Norway,,Stickers for Less,Kaggle Tiers,1833.0
6908,2010-03-18,Norway,,Stickers for Less,Kerneler,880.0
6909,2010-03-18,Norway,,Stickers for Less,Kerneler Dark Mode,1583.0
6910,2010-03-18,Norway,,Premium Sticker Mart,Holographic Goose,381.0
6911,2010-03-18,Norway,,Premium Sticker Mart,Kaggle,2530.0
6912,2010-03-18,Norway,,Premium Sticker Mart,Kaggle Tiers,2382.0
6913,2010-03-18,Norway,,Premium Sticker Mart,Kerneler,1044.0
6914,2010-03-18,Norway,,Premium Sticker Mart,Kerneler Dark Mode,1797.0
6915,2010-03-18,Singapore,,Discount Stickers,Holographic Goose,84.0
6916,2010-03-18,Singapore,,Discount Stickers,Kaggle,575.0
6917,2010-03-18,Singapore,,Discount Stickers,Kaggle Tiers,522.0
6918,2010-03-18,Singapore,,Discount Stickers,Kerneler,247.0
6919,2010-03-18,Singapore,,Discount Stickers,Kerneler Dark Mode,366.0
6920,2010-03-18,Singapore,,Stickers for Less,Holographic Goose,167.0
6921,2010-03-18,Singapore,,Stickers for Less,Kaggle,1305.0
6922,2010-03-18,Singapore,,Stickers for Less,Kaggle Tiers,1090.0
6923,2010-03-18,Singapore,,Stickers for Less,Kerneler,468.0
6924,2010-03-18,Singapore,,Stickers for Less,Kerneler Dark Mode,826.0
6925,2010-03-18,Singapore,,Premium Sticker Mart,Holographic Goose,219.0
6926,2010-03-18,Singapore,,Premium Sticker Mart,Kaggle,1503.0
6927,2010-03-18,Singapore,,Premium Sticker Mart,Kaggle Tiers,1204.0
6928,2010-03-18,Singapore,,Premium Sticker Mart,Kerneler,545.0
6929,2010-03-18,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,914.0
6930,2010-03-19,Canada,,Discount Stickers,Holographic Goose,
6931,2010-03-19,Canada,,Discount Stickers,Kaggle,608.0
6932,2010-03-19,Canada,,Discount Stickers,Kaggle Tiers,567.0
6933,2010-03-19,Canada,,Discount Stickers,Kerneler,260.0
6934,2010-03-19,Canada,,Discount Stickers,Kerneler Dark Mode,445.0
6935,2010-03-19,Canada,,Stickers for Less,Holographic Goose,
6936,2010-03-19,Canada,,Stickers for Less,Kaggle,1275.0
6937,2010-03-19,Canada,,Stickers for Less,Kaggle Tiers,1073.0
6938,2010-03-19,Canada,,Stickers for Less,Kerneler,539.0
6939,2010-03-19,Canada,,Stickers for Less,Kerneler Dark Mode,862.0
6940,2010-03-19,Canada,,Premium Sticker Mart,Holographic Goose,230.0
6941,2010-03-19,Canada,,Premium Sticker Mart,Kaggle,1467.0
6942,2010-03-19,Canada,,Premium Sticker Mart,Kaggle Tiers,1429.0
6943,2010-03-19,Canada,,Premium Sticker Mart,Kerneler,615.0
6944,2010-03-19,Canada,,Premium Sticker Mart,Kerneler Dark Mode,1068.0
6945,2010-03-19,Finland,,Discount Stickers,Holographic Goose,88.0
6946,2010-03-19,Finland,,Discount Stickers,Kaggle,625.0
6947,2010-03-19,Finland,,Discount Stickers,Kaggle Tiers,553.0
6948,2010-03-19,Finland,,Discount Stickers,Kerneler,253.0
6949,2010-03-19,Finland,,Discount Stickers,Kerneler Dark Mode,465.0
6950,2010-03-19,Finland,,Stickers for Less,Holographic Goose,190.0
6951,2010-03-19,Finland,,Stickers for Less,Kaggle,1204.0
6952,2010-03-19,Finland,,Stickers for Less,Kaggle Tiers,1203.0
6953,2010-03-19,Finland,,Stickers for Less,Kerneler,502.0
6954,2010-03-19,Finland,,Stickers for Less,Kerneler Dark Mode,848.0
6955,2010-03-19,Finland,,Premium Sticker Mart,Holographic Goose,231.0
6956,2010-03-19,Finland,,Premium Sticker Mart,Kaggle,1528.0
6957,2010-03-19,Finland,,Premium Sticker Mart,Kaggle Tiers,1406.0
6958,2010-03-19,Finland,,Premium Sticker Mart,Kerneler,561.0
6959,2010-03-19,Finland,,Premium Sticker Mart,Kerneler Dark Mode,932.0
6960,2010-03-19,Italy,,Discount Stickers,Holographic Goose,68.0
6961,2010-03-19,Italy,,Discount Stickers,Kaggle,487.0
6962,2010-03-19,Italy,,Discount Stickers,Kaggle Tiers,397.0
6963,2010-03-19,Italy,,Discount Stickers,Kerneler,200.0
6964,2010-03-19,Italy,,Discount Stickers,Kerneler Dark Mode,323.0
6965,2010-03-19,Italy,,Stickers for Less,Holographic Goose,140.0
6966,2010-03-19,Italy,,Stickers for Less,Kaggle,1021.0
6967,2010-03-19,Italy,,Stickers for Less,Kaggle Tiers,863.0
6968,2010-03-19,Italy,,Stickers for Less,Kerneler,390.0
6969,2010-03-19,Italy,,Stickers for Less,Kerneler Dark Mode,696.0
6970,2010-03-19,Italy,,Premium Sticker Mart,Holographic Goose,166.0
6971,2010-03-19,Italy,,Premium Sticker Mart,Kaggle,1197.0
6972,2010-03-19,Italy,,Premium Sticker Mart,Kaggle Tiers,1065.0
6973,2010-03-19,Italy,,Premium Sticker Mart,Kerneler,474.0
6974,2010-03-19,Italy,,Premium Sticker Mart,Kerneler Dark Mode,777.0
6975,2010-03-19,Kenya,,Discount Stickers,Holographic Goose,
6976,2010-03-19,Kenya,,Discount Stickers,Kaggle,13.0
6977,2010-03-19,Kenya,,Discount Stickers,Kaggle Tiers,11.0
6978,2010-03-19,Kenya,,Discount Stickers,Kerneler,
6979,2010-03-19,Kenya,,Discount Stickers,Kerneler Dark Mode,8.0
6980,2010-03-19,Kenya,,Stickers for Less,Holographic Goose,
6981,2010-03-19,Kenya,,Stickers for Less,Kaggle,25.0
6982,2010-03-19,Kenya,,Stickers for Less,Kaggle Tiers,23.0
6983,2010-03-19,Kenya,,Stickers for Less,Kerneler,10.0
6984,2010-03-19,Kenya,,Stickers for Less,Kerneler Dark Mode,17.0
6985,2010-03-19,Kenya,,Premium Sticker Mart,Holographic Goose,
6986,2010-03-19,Kenya,,Premium Sticker Mart,Kaggle,27.0
6987,2010-03-19,Kenya,,Premium Sticker Mart,Kaggle Tiers,28.0
6988,2010-03-19,Kenya,,Premium Sticker Mart,Kerneler,11.0
6989,2010-03-19,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,20.0
6990,2010-03-19,Norway,,Discount Stickers,Holographic Goose,174.0
6991,2010-03-19,Norway,,Discount Stickers,Kaggle,1024.0
6992,2010-03-19,Norway,,Discount Stickers,Kaggle Tiers,1173.0
6993,2010-03-19,Norway,,Discount Stickers,Kerneler,495.0
6994,2010-03-19,Norway,,Discount Stickers,Kerneler Dark Mode,757.0
6995,2010-03-19,Norway,,Stickers for Less,Holographic Goose,358.0
6996,2010-03-19,Norway,,Stickers for Less,Kaggle,2340.0
6997,2010-03-19,Norway,,Stickers for Less,Kaggle Tiers,2238.0
6998,2010-03-19,Norway,,Stickers for Less,Kerneler,945.0
6999,2010-03-19,Norway,,Stickers for Less,Kerneler Dark Mode,1652.0
7000,2010-03-19,Norway,,Premium Sticker Mart,Holographic Goose,425.0
7001,2010-03-19,Norway,,Premium Sticker Mart,Kaggle,2889.0
7002,2010-03-19,Norway,,Premium Sticker Mart,Kaggle Tiers,2723.0
7003,2010-03-19,Norway,,Premium Sticker Mart,Kerneler,1037.0
7004,2010-03-19,Norway,,Premium Sticker Mart,Kerneler Dark Mode,1837.0
7005,2010-03-19,Singapore,,Discount Stickers,Holographic Goose,102.0
7006,2010-03-19,Singapore,,Discount Stickers,Kaggle,600.0
7007,2010-03-19,Singapore,,Discount Stickers,Kaggle Tiers,585.0
7008,2010-03-19,Singapore,,Discount Stickers,Kerneler,243.0
7009,2010-03-19,Singapore,,Discount Stickers,Kerneler Dark Mode,405.0
7010,2010-03-19,Singapore,,Stickers for Less,Holographic Goose,204.0
7011,2010-03-19,Singapore,,Stickers for Less,Kaggle,1347.0
7012,2010-03-19,Singapore,,Stickers for Less,Kaggle Tiers,1002.0
7013,2010-03-19,Singapore,,Stickers for Less,Kerneler,473.0
7014,2010-03-19,Singapore,,Stickers for Less,Kerneler Dark Mode,893.0
7015,2010-03-19,Singapore,,Premium Sticker Mart,Holographic Goose,223.0
7016,2010-03-19,Singapore,,Premium Sticker Mart,Kaggle,1591.0
7017,2010-03-19,Singapore,,Premium Sticker Mart,Kaggle Tiers,1427.0
7018,2010-03-19,Singapore,,Premium Sticker Mart,Kerneler,618.0
7019,2010-03-19,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,1001.0
7020,2010-03-20,Canada,,Discount Stickers,Holographic Goose,
7021,2010-03-20,Canada,,Discount Stickers,Kaggle,714.0
7022,2010-03-20,Canada,,Discount Stickers,Kaggle Tiers,657.0
7023,2010-03-20,Canada,,Discount Stickers,Kerneler,251.0
7024,2010-03-20,Canada,,Discount Stickers,Kerneler Dark Mode,432.0
7025,2010-03-20,Canada,,Stickers for Less,Holographic Goose,218.0
7026,2010-03-20,Canada,,Stickers for Less,Kaggle,1479.0
7027,2010-03-20,Canada,,Stickers for Less,Kaggle Tiers,1297.0
7028,2010-03-20,Canada,,Stickers for Less,Kerneler,496.0
7029,2010-03-20,Canada,,Stickers for Less,Kerneler Dark Mode,954.0
7030,2010-03-20,Canada,,Premium Sticker Mart,Holographic Goose,216.0
7031,2010-03-20,Canada,,Premium Sticker Mart,Kaggle,1578.0
7032,2010-03-20,Canada,,Premium Sticker Mart,Kaggle Tiers,1444.0
7033,2010-03-20,Canada,,Premium Sticker Mart,Kerneler,659.0
7034,2010-03-20,Canada,,Premium Sticker Mart,Kerneler Dark Mode,1038.0
7035,2010-03-20,Finland,,Discount Stickers,Holographic Goose,96.0
7036,2010-03-20,Finland,,Discount Stickers,Kaggle,669.0
7037,2010-03-20,Finland,,Discount Stickers,Kaggle Tiers,644.0
7038,2010-03-20,Finland,,Discount Stickers,Kerneler,259.0
7039,2010-03-20,Finland,,Discount Stickers,Kerneler Dark Mode,465.0
7040,2010-03-20,Finland,,Stickers for Less,Holographic Goose,215.0
7041,2010-03-20,Finland,,Stickers for Less,Kaggle,1298.0
7042,2010-03-20,Finland,,Stickers for Less,Kaggle Tiers,1172.0
7043,2010-03-20,Finland,,Stickers for Less,Kerneler,547.0
7044,2010-03-20,Finland,,Stickers for Less,Kerneler Dark Mode,885.0
7045,2010-03-20,Finland,,Premium Sticker Mart,Holographic Goose,247.0
7046,2010-03-20,Finland,,Premium Sticker Mart,Kaggle,1672.0
7047,2010-03-20,Finland,,Premium Sticker Mart,Kaggle Tiers,1432.0
7048,2010-03-20,Finland,,Premium Sticker Mart,Kerneler,646.0
7049,2010-03-20,Finland,,Premium Sticker Mart,Kerneler Dark Mode,1153.0
7050,2010-03-20,Italy,,Discount Stickers,Holographic Goose,75.0
7051,2010-03-20,Italy,,Discount Stickers,Kaggle,522.0
7052,2010-03-20,Italy,,Discount Stickers,Kaggle Tiers,471.0
7053,2010-03-20,Italy,,Discount Stickers,Kerneler,199.0
7054,2010-03-20,Italy,,Discount Stickers,Kerneler Dark Mode,340.0
7055,2010-03-20,Italy,,Stickers for Less,Holographic Goose,170.0
7056,2010-03-20,Italy,,Stickers for Less,Kaggle,1160.0
7057,2010-03-20,Italy,,Stickers for Less,Kaggle Tiers,938.0
7058,2010-03-20,Italy,,Stickers for Less,Kerneler,390.0
7059,2010-03-20,Italy,,Stickers for Less,Kerneler Dark Mode,677.0
7060,2010-03-20,Italy,,Premium Sticker Mart,Holographic Goose,178.0
7061,2010-03-20,Italy,,Premium Sticker Mart,Kaggle,1128.0
7062,2010-03-20,Italy,,Premium Sticker Mart,Kaggle Tiers,1131.0
7063,2010-03-20,Italy,,Premium Sticker Mart,Kerneler,470.0
7064,2010-03-20,Italy,,Premium Sticker Mart,Kerneler Dark Mode,765.0
7065,2010-03-20,Kenya,,Discount Stickers,Holographic Goose,
7066,2010-03-20,Kenya,,Discount Stickers,Kaggle,14.0
7067,2010-03-20,Kenya,,Discount Stickers,Kaggle Tiers,12.0
7068,2010-03-20,Kenya,,Discount Stickers,Kerneler,5.0
7069,2010-03-20,Kenya,,Discount Stickers,Kerneler Dark Mode,9.0
7070,2010-03-20,Kenya,,Stickers for Less,Holographic Goose,
7071,2010-03-20,Kenya,,Stickers for Less,Kaggle,29.0
7072,2010-03-20,Kenya,,Stickers for Less,Kaggle Tiers,24.0
7073,2010-03-20,Kenya,,Stickers for Less,Kerneler,10.0
7074,2010-03-20,Kenya,,Stickers for Less,Kerneler Dark Mode,17.0
7075,2010-03-20,Kenya,,Premium Sticker Mart,Holographic Goose,5.0
7076,2010-03-20,Kenya,,Premium Sticker Mart,Kaggle,32.0
7077,2010-03-20,Kenya,,Premium Sticker Mart,Kaggle Tiers,30.0
7078,2010-03-20,Kenya,,Premium Sticker Mart,Kerneler,11.0
7079,2010-03-20,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,23.0
7080,2010-03-20,Norway,,Discount Stickers,Holographic Goose,179.0
7081,2010-03-20,Norway,,Discount Stickers,Kaggle,1248.0
7082,2010-03-20,Norway,,Discount Stickers,Kaggle Tiers,1124.0
7083,2010-03-20,Norway,,Discount Stickers,Kerneler,479.0
7084,2010-03-20,Norway,,Discount Stickers,Kerneler Dark Mode,834.0
7085,2010-03-20,Norway,,Stickers for Less,Holographic Goose,413.0
7086,2010-03-20,Norway,,Stickers for Less,Kaggle,2564.0
7087,2010-03-20,Norway,,Stickers for Less,Kaggle Tiers,2529.0
7088,2010-03-20,Norway,,Stickers for Less,Kerneler,931.0
7089,2010-03-20,Norway,,Stickers for Less,Kerneler Dark Mode,1633.0
7090,2010-03-20,Norway,,Premium Sticker Mart,Holographic Goose,398.0
7091,2010-03-20,Norway,,Premium Sticker Mart,Kaggle,2953.0
7092,2010-03-20,Norway,,Premium Sticker Mart,Kaggle Tiers,2696.0
7093,2010-03-20,Norway,,Premium Sticker Mart,Kerneler,1237.0
7094,2010-03-20,Norway,,Premium Sticker Mart,Kerneler Dark Mode,1896.0
7095,2010-03-20,Singapore,,Discount Stickers,Holographic Goose,111.0
7096,2010-03-20,Singapore,,Discount Stickers,Kaggle,659.0
7097,2010-03-20,Singapore,,Discount Stickers,Kaggle Tiers,626.0
7098,2010-03-20,Singapore,,Discount Stickers,Kerneler,255.0
7099,2010-03-20,Singapore,,Discount Stickers,Kerneler Dark Mode,489.0
7100,2010-03-20,Singapore,,Stickers for Less,Holographic Goose,205.0
7101,2010-03-20,Singapore,,Stickers for Less,Kaggle,1230.0
7102,2010-03-20,Singapore,,Stickers for Less,Kaggle Tiers,1221.0
7103,2010-03-20,Singapore,,Stickers for Less,Kerneler,555.0
7104,2010-03-20,Singapore,,Stickers for Less,Kerneler Dark Mode,946.0
7105,2010-03-20,Singapore,,Premium Sticker Mart,Holographic Goose,233.0
7106,2010-03-20,Singapore,,Premium Sticker Mart,Kaggle,1620.0
7107,2010-03-20,Singapore,,Premium Sticker Mart,Kaggle Tiers,1561.0
7108,2010-03-20,Singapore,,Premium Sticker Mart,Kerneler,624.0
7109,2010-03-20,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,1005.0
7110,2010-03-21,Canada,,Discount Stickers,Holographic Goose,
7111,2010-03-21,Canada,,Discount Stickers,Kaggle,739.0
7112,2010-03-21,Canada,,Discount Stickers,Kaggle Tiers,614.0
7113,2010-03-21,Canada,,Discount Stickers,Kerneler,296.0
7114,2010-03-21,Canada,,Discount Stickers,Kerneler Dark Mode,432.0
7115,2010-03-21,Canada,,Stickers for Less,Holographic Goose,214.0
7116,2010-03-21,Canada,,Stickers for Less,Kaggle,1418.0
7117,2010-03-21,Canada,,Stickers for Less,Kaggle Tiers,1467.0
7118,2010-03-21,Canada,,Stickers for Less,Kerneler,536.0
7119,2010-03-21,Canada,,Stickers for Less,Kerneler Dark Mode,911.0
7120,2010-03-21,Canada,,Premium Sticker Mart,Holographic Goose,248.0
7121,2010-03-21,Canada,,Premium Sticker Mart,Kaggle,1881.0
7122,2010-03-21,Canada,,Premium Sticker Mart,Kaggle Tiers,1715.0
7123,2010-03-21,Canada,,Premium Sticker Mart,Kerneler,717.0
7124,2010-03-21,Canada,,Premium Sticker Mart,Kerneler Dark Mode,1147.0
7125,2010-03-21,Finland,,Discount Stickers,Holographic Goose,106.0
7126,2010-03-21,Finland,,Discount Stickers,Kaggle,758.0
7127,2010-03-21,Finland,,Discount Stickers,Kaggle Tiers,668.0
7128,2010-03-21,Finland,,Discount Stickers,Kerneler,299.0
7129,2010-03-21,Finland,,Discount Stickers,Kerneler Dark Mode,460.0
7130,2010-03-21,Finland,,Stickers for Less,Holographic Goose,197.0
7131,2010-03-21,Finland,,Stickers for Less,Kaggle,1391.0
7132,2010-03-21,Finland,,Stickers for Less,Kaggle Tiers,1313.0
7133,2010-03-21,Finland,,Stickers for Less,Kerneler,552.0
7134,2010-03-21,Finland,,Stickers for Less,Kerneler Dark Mode,922.0
7135,2010-03-21,Finland,,Premium Sticker Mart,Holographic Goose,233.0
7136,2010-03-21,Finland,,Premium Sticker Mart,Kaggle,1676.0
7137,2010-03-21,Finland,,Premium Sticker Mart,Kaggle Tiers,1636.0
7138,2010-03-21,Finland,,Premium Sticker Mart,Kerneler,687.0
7139,2010-03-21,Finland,,Premium Sticker Mart,Kerneler Dark Mode,1196.0
7140,2010-03-21,Italy,,Discount Stickers,Holographic Goose,77.0
7141,2010-03-21,Italy,,Discount Stickers,Kaggle,560.0
7142,2010-03-21,Italy,,Discount Stickers,Kaggle Tiers,507.0
7143,2010-03-21,Italy,,Discount Stickers,Kerneler,213.0
7144,2010-03-21,Italy,,Discount Stickers,Kerneler Dark Mode,355.0
7145,2010-03-21,Italy,,Stickers for Less,Holographic Goose,173.0
7146,2010-03-21,Italy,,Stickers for Less,Kaggle,1143.0
7147,2010-03-21,Italy,,Stickers for Less,Kaggle Tiers,1018.0
7148,2010-03-21,Italy,,Stickers for Less,Kerneler,451.0
7149,2010-03-21,Italy,,Stickers for Less,Kerneler Dark Mode,784.0
7150,2010-03-21,Italy,,Premium Sticker Mart,Holographic Goose,199.0
7151,2010-03-21,Italy,,Premium Sticker Mart,Kaggle,1288.0
7152,2010-03-21,Italy,,Premium Sticker Mart,Kaggle Tiers,1277.0
7153,2010-03-21,Italy,,Premium Sticker Mart,Kerneler,552.0
7154,2010-03-21,Italy,,Premium Sticker Mart,Kerneler Dark Mode,907.0
7155,2010-03-21,Kenya,,Discount Stickers,Holographic Goose,
7156,2010-03-21,Kenya,,Discount Stickers,Kaggle,15.0
7157,2010-03-21,Kenya,,Discount Stickers,Kaggle Tiers,12.0
7158,2010-03-21,Kenya,,Discount Stickers,Kerneler,5.0
7159,2010-03-21,Kenya,,Discount Stickers,Kerneler Dark Mode,10.0
7160,2010-03-21,Kenya,,Stickers for Less,Holographic Goose,
7161,2010-03-21,Kenya,,Stickers for Less,Kaggle,29.0
7162,2010-03-21,Kenya,,Stickers for Less,Kaggle Tiers,26.0
7163,2010-03-21,Kenya,,Stickers for Less,Kerneler,12.0
7164,2010-03-21,Kenya,,Stickers for Less,Kerneler Dark Mode,20.0
7165,2010-03-21,Kenya,,Premium Sticker Mart,Holographic Goose,5.0
7166,2010-03-21,Kenya,,Premium Sticker Mart,Kaggle,34.0
7167,2010-03-21,Kenya,,Premium Sticker Mart,Kaggle Tiers,32.0
7168,2010-03-21,Kenya,,Premium Sticker Mart,Kerneler,13.0
7169,2010-03-21,Kenya,,Premium Sticker Mart,Kerneler Dark Mode,26.0
7170,2010-03-21,Norway,,Discount Stickers,Holographic Goose,212.0
7171,2010-03-21,Norway,,Discount Stickers,Kaggle,1320.0
7172,2010-03-21,Norway,,Discount Stickers,Kaggle Tiers,1290.0
7173,2010-03-21,Norway,,Discount Stickers,Kerneler,537.0
7174,2010-03-21,Norway,,Discount Stickers,Kerneler Dark Mode,937.0
7175,2010-03-21,Norway,,Stickers for Less,Holographic Goose,452.0
7176,2010-03-21,Norway,,Stickers for Less,Kaggle,2616.0
7177,2010-03-21,Norway,,Stickers for Less,Kaggle Tiers,2583.0
7178,2010-03-21,Norway,,Stickers for Less,Kerneler,1099.0
7179,2010-03-21,Norway,,Stickers for Less,Kerneler Dark Mode,1796.0
7180,2010-03-21,Norway,,Premium Sticker Mart,Holographic Goose,496.0
7181,2010-03-21,Norway,,Premium Sticker Mart,Kaggle,3223.0
7182,2010-03-21,Norway,,Premium Sticker Mart,Kaggle Tiers,2915.0
7183,2010-03-21,Norway,,Premium Sticker Mart,Kerneler,1299.0
7184,2010-03-21,Norway,,Premium Sticker Mart,Kerneler Dark Mode,2118.0
7185,2010-03-21,Singapore,,Discount Stickers,Holographic Goose,115.0
7186,2010-03-21,Singapore,,Discount Stickers,Kaggle,671.0
7187,2010-03-21,Singapore,,Discount Stickers,Kaggle Tiers,726.0
7188,2010-03-21,Singapore,,Discount Stickers,Kerneler,297.0
7189,2010-03-21,Singapore,,Discount Stickers,Kerneler Dark Mode,464.0
7190,2010-03-21,Singapore,,Stickers for Less,Holographic Goose,232.0
7191,2010-03-21,Singapore,,Stickers for Less,Kaggle,1535.0
7192,2010-03-21,Singapore,,Stickers for Less,Kaggle Tiers,1391.0
7193,2010-03-21,Singapore,,Stickers for Less,Kerneler,558.0
7194,2010-03-21,Singapore,,Stickers for Less,Kerneler Dark Mode,1072.0
7195,2010-03-21,Singapore,,Premium Sticker Mart,Holographic Goose,264.0
7196,2010-03-21,Singapore,,Premium Sticker Mart,Kaggle,1879.0
7197,2010-03-21,Singapore,,Premium Sticker Mart,Kaggle Tiers,1546.0
7198,2010-03-21,Singapore,,Premium Sticker Mart,Kerneler,642.0
7199,2010-03-21,Singapore,,Premium Sticker Mart,Kerneler Dark Mode,1182.0
7200,2010-03-22,Canada,,Discount Stickers,Holographic Goose,
7201,2010-03-22,Canada,,Discount Stickers,Kaggle,624.0
7202,2010-03-22,Canada,,Discount Stickers,Kaggle Tiers,511.0
7203,2010-03-22,Canada,,Discount Stickers,Kerneler,237.0
7204,2010-03-22,Canada,,Discount Stickers,Kerneler Dark Mode,384.0
7205,2010-03-22,Canada,,Stickers for Less,Holographic Goose,
7206,2010-03-22,Canada,,Stickers for Less,Kaggle,1283.0
7207,2010-03-22,Canada,,Stickers for Less,Kaggle Tiers,1031.0
7208,2010-03-22,Canada,,Stickers for Less,Kerneler,510.0
7209,2010-03-22,Canada,,Stickers for Less,Kerneler Dark Mode,767.0
